dried,B-operation,31,dried,dri,VBN,O,VBN,3,conj,0,226,0,0,0,226,0,0,0,0,0,0,0,0
in,null,32,in,in,IN,O,IN,34,case,1,7,0,4,0,0,3,0,8,0,0,0,0,0
air,null,33,air,air,NN,O,NN,32,nmod,0,40,0,0,0,0,40,0,0,0,0,0,0,0
at,null,34,at,at,IN,O,IN,38,case,1,3,0,0,0,0,3,0,5,0,0,0,0,0
80,B-number,35,80,80,CD,O,CD,38,nummod,0,31,0,6,0,0,23,2,0,0,1,1,0,0
°,B-cnd_unit,36,°,°,NN,O,NN,38,compound,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C,I-cnd_unit,37,C,C,NN,O,NN,32,nmod,0,136,7,0,2,0,127,0,22533,0,0,0,1,1
for,null,38,for,for,IN,O,IN,41,case,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10,B-number,39,10,10,CD,O,CD,41,nummod,0,140,1,55,0,0,84,0,0,0,1,1,0,0
h.,B-cnd_unit,40,h.,h.,NN,O,NN,38,nmod,0,0,0,0,0,0,0,0,0,0,0,0,0,0
To,null,41,To,To,TO,O,TO,43,mark,0,0,0,0,0,0,0,0,0,0,0,0,1,0
prepare,null,42,prepare,prepar,VB,O,VB,32,xcomp,0,0,0,0,0,0,0,0,0,0,0,0,0,0
different,null,43,different,differ,JJ,O,JJ,45,amod,0,1,0,0,0,0,1,0,0,0,0,0,0,0
samples,null,44,sample,sampl,NNS,O,NNS,43,dobj,0,17,17,0,0,0,0,0,0,0,0,0,0,0
,,null,45,,,,,,,O,_,_,_,0,125,5,12,27,37,44,0,0,0,0,0,0,0
the,null,46,the,the,DT,O,DT,49,det,1,40,0,20,0,4,12,4,0,0,0,0,0,0
experimental,null,47,experimental,experiment,JJ,O,JJ,49,amod,0,0,0,0,0,0,0,0,0,0,0,0,0,0
parameters,null,48,parameter,paramet,NNS,O,NNS,43,dep,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,null,49,,,,,,,O,_,_,_,0,125,5,12,27,37,44,0,0,0,0,0,0,0
such,null,50,such,such,JJ,O,JJ,54,case,1,0,0,0,0,0,0,0,0,0,0,0,0,0
as,null,51,a,as,IN,O,IN,51,mwe,1,0,0,0,0,0,0,0,1,0,0,0,0,0
molar,null,52,molar,molar,JJ,O,JJ,54,amod,0,118,1,116,1,0,0,0,0,0,0,0,0,0
ratio,null,53,ratio,ratio,NN,O,NN,49,nmod,0,291,0,290,1,0,0,0,0,0,0,0,0,0
of,null,54,of,of,IN,O,IN,56,case,1,340,2,247,2,0,78,11,1,0,0,0,0,0
Zn,null,55,Zn,Zn,NN,O,NN,54,nmod,0,16,15,1,0,0,0,0,80,0,0,0,1,0
/,null,56,/,/,:,O,_,_,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd,null,57,Cd,Cd,NN,O,NN,61,compound,0,2,2,0,0,0,0,0,7,0,0,0,1,0
,,null,58,,,,,,,O,_,_,_,0,125,5,12,27,37,44,0,0,0,0,0,0,0
reaction,null,59,reaction,reaction,NN,O,NN,61,conj,0,22,6,0,0,0,16,0,0,0,0,0,0,0
temperature,null,60,temperature,temperatur,NN,O,NN,66,nsubjpass,0,210,0,0,0,0,210,0,0,0,0,0,0,0
and,null,61,and,and,CC,O,CC,61,cc,1,27,1,6,10,6,3,1,0,0,0,0,0,0
time,null,62,time,time,NN,O,NN,61,conj,0,0,0,0,0,0,0,0,1,0,0,0,0,0
had,null,63,had,had,VBD,O,VBD,66,aux,1,0,0,0,0,0,0,0,0,0,0,0,0,0
been,null,64,been,been,VBN,O,VBN,66,auxpass,1,0,0,0,0,0,0,0,0,0,0,0,0,0
tuned,null,65,tuned,tune,VBN,O,VBN,0,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0
during,null,66,during,dure,IN,O,IN,69,case,1,0,0,0,0,0,0,0,0,1,0,0,0,0
the,null,67,the,the,DT,O,DT,69,det,1,40,0,20,0,4,12,4,0,0,0,0,0,0
synthesis,null,68,synthesis,synthesi,NN,O,NN,66,nmod,0,0,0,0,0,0,0,0,0,0,0,0,0,0
.,null,69,.,.,.,O,_,_,_,0,25,15,0,3,1,0,6,0,0,0,0,0,0

All,null,0,All,All,DT,O,DT,3,det,0,0,0,0,0,0,0,0,0,0,0,0,1,0
hydrothermal,null,1,hydrothermal,hydrotherm,JJ,O,JJ,3,amod,0,31,0,0,2,9,17,3,0,0,0,0,0,0
processes,null,2,process,process,NNS,O,NNS,5,nsubjpass,0,0,0,0,0,0,0,0,0,0,0,0,0,0
were,null,3,were,were,VBD,O,VBD,5,auxpass,1,0,0,0,0,0,0,0,0,0,0,0,0,0
conducted,null,4,conducted,conduct,VBN,O,VBN,0,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0
in,null,5,in,in,IN,O,IN,8,case,1,7,0,4,0,0,3,0,8,0,0,0,0,0
the,null,6,the,the,DT,O,DT,8,det,1,40,0,20,0,4,12,4,0,0,0,0,0,0
absence,null,7,absence,absenc,NN,O,NN,5,nmod,0,0,0,0,0,0,0,0,0,0,0,0,0,0
of,null,8,of,of,IN,O,IN,14,case,1,340,2,247,2,0,78,11,1,0,0,0,0,0
any,null,9,any,ani,DT,O,DT,14,det,1,0,0,0,0,0,0,0,0,0,0,0,0,0
surfactant,null,10,surfactant,surfact,JJ,O,JJ,14,amod,0,1,0,0,1,0,0,0,0,0,0,0,0,0
or,null,11,or,or,CC,O,CC,11,cc,1,0,0,0,0,0,0,0,0,0,0,0,0,0
organic,null,12,organic,organ,JJ,O,JJ,11,conj,0,0,0,0,0,0,0,0,0,0,0,0,0,0
solvent,null,13,solvent,solvent,JJ,O,JJ,8,nmod,0,2,2,0,0,0,0,0,2,0,0,0,0,0
.,null,14,.,.,.,O,_,_,_,0,25,15,0,3,1,0,6,0,0,0,0,0,0

2.2,null,0,2.2,2.2,CD,O,CD,0,root,0,0,0,0,0,0,0,0,0,0,1,0,0,0
.,null,1,.,.,.,O,_,_,_,0,25,15,0,3,1,0,6,0,0,0,0,0,0

Characterization,null,0,Characterization,Character,NN,O,NN,0,root,0,0,0,0,0,0,0,0,0,0,0,0,1,0
of,null,1,of,of,IN,O,IN,3,case,1,340,2,247,2,0,78,11,1,0,0,0,0,0
Photocatalysts,null,2,Photocatalysts,Photocatalyst,NNS,O,NNS,1,nmod,0,0,0,0,0,0,0,0,0,0,0,0,1,0
.,null,3,.,.,.,O,_,_,_,0,25,15,0,3,1,0,6,0,0,0,0,0,0

X-ray,null,0,X-ray,X-ray,NN,O,NN,7,compound,0,0,0,0,0,0,0,0,0,0,0,0,1,0
powder,null,1,powder,powder,NN,O,NN,7,compound,0,54,18,0,36,0,0,0,14,0,0,0,0,0
diffraction,null,2,diffraction,diffract,NN,O,NN,7,compound,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(,null,3,(,(,NN,O,NN,7,compound,0,412,241,164,4,0,0,3,0,0,0,0,0,0
XRD,null,4,XRD,XRD,NN,O,NN,7,compound,0,0,0,0,0,0,0,0,0,0,0,0,1,1
),null,5,),),NN,O,NN,7,compound,0,412,241,164,4,0,0,3,0,0,0,0,0,0
patterns,null,6,pattern,pattern,NNS,O,NNS,13,nmod,0,0,0,0,0,0,0,0,0,0,0,0,0,0
of,null,7,of,of,IN,O,IN,7,case,1,340,2,247,2,0,78,11,1,0,0,0,0,0
the,null,8,the,the,DT,O,DT,11,det,1,40,0,20,0,4,12,4,0,0,0,0,0,0
prepared,null,9,prepared,prepar,JJ,O,JJ,11,amod,0,24,0,0,0,24,0,0,0,0,0,0,0,0
samples,null,10,sample,sampl,NNS,O,NNS,7,dep,0,17,17,0,0,0,0,0,0,0,0,0,0,0
were,null,11,were,were,VBD,O,VBD,13,auxpass,1,0,0,0,0,0,0,0,0,0,0,0,0,0
analyzed,null,12,analyzed,analyz,VBN,O,VBN,21,dep,0,0,0,0,0,0,0,0,0,0,0,0,0,0
by,null,13,by,by,IN,O,IN,19,case,1,129,1,0,0,125,3,0,1,0,0,0,0,0
a,null,14,a,a,DT,O,DT,19,det,1,10,0,0,0,5,2,3,7220,0,0,0,0,0
Y-2000,null,15,Y-2000,Y-2000,NN,O,NN,19,compound,0,0,0,0,0,0,0,0,0,0,1,0,1,1
diffractometer,null,16,diffractometer,diffractomet,NN,O,NN,19,compound,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(,null,17,(,(,NN,O,NN,19,compound,0,412,241,164,4,0,0,3,0,0,0,0,0,0
D,null,18,D,D,NN,O,NN,13,nmod,0,0,0,0,0,0,0,0,174,0,0,0,1,1
/,null,19,/,/,:,O,_,_,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0
max,null,20,max,max,NN,O,NN,0,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,null,21,30,30,CD,O,CD,21,nummod,0,104,0,35,1,0,63,5,0,0,1,1,0,0
kv,null,22,kv,kv,FW,O,FW,24,compound,0,0,0,0,0,0,0,0,1,0,0,0,0,0
),null,23,),),FW,O,FW,31,nsubj,0,412,241,164,4,0,0,3,0,0,0,0,0,0
using,null,24,using,use,VBG,O,VBG,24,acl,0,1,0,0,0,1,0,0,0,1,0,0,0,0
Cu,null,25,Cu,Cu,NN,ORGANIZATION,NN,27,compound,0,1,1,0,0,0,0,0,31,0,0,0,1,0
Kα,null,26,Kα,Kα,NN,O,NN,25,iobj,0,0,0,0,0,0,0,0,0,0,0,0,1,0
radiation,null,27,radiation,radiat,NN,O,NN,25,dobj,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(,null,28,(,(,FW,O,FW,28,compound,0,412,241,164,4,0,0,3,0,0,0,0,0,0
λ,null,29,λ,λ,FW,O,FW,28,dep,0,0,0,0,0,0,0,0,0,0,0,0,0,0
=,null,30,=,=,JJ,O,JJ,21,acl:relcl,0,13,1,10,1,0,1,0,0,0,0,0,0,0
0.154178,null,31,0.154178,0.154178,CD,O,CD,31,iobj,0,0,0,0,0,0,0,0,0,0,1,0,0,0
nm,null,32,nm,nm,FW,O,FW,34,compound,0,2,0,2,0,0,0,0,4,0,0,0,0,0
),null,33,),),FW,O,FW,31,dobj,0,412,241,164,4,0,0,3,0,0,0,0,0,0
.,null,34,.,.,.,O,_,_,_,0,25,15,0,3,1,0,6,0,0,0,0,0,0

Data,null,0,Data,Data,NNS,O,NNS,3,nsubjpass,0,0,0,0,0,0,0,0,0,0,0,0,1,0
were,null,1,were,were,VBD,O,VBD,3,auxpass,1,0,0,0,0,0,0,0,0,0,0,0,0,0
recorded,null,2,recorded,record,VBN,O,VBN,0,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0
at,null,3,at,at,IN,O,IN,7,case,1,3,0,0,0,0,3,0,5,0,0,0,0,0
a,null,4,a,a,DT,O,DT,7,det,1,10,0,0,0,5,2,3,7220,0,0,0,0,0
scanning,null,5,scanning,scan,NN,O,NN,7,compound,0,0,0,0,0,0,0,0,0,1,0,0,0,0
rate,null,6,rate,rate,NN,O,NN,3,nmod,0,62,0,8,0,0,54,0,0,0,0,0,0,0
of,null,7,of,of,IN,O,IN,10,case,1,340,2,247,2,0,78,11,1,0,0,0,0,0
0.04,null,8,0.04,0.04,CD,O,CD,10,nummod,0,3,0,3,0,0,0,0,0,0,1,0,0,0
°,null,9,°,°,NN,O,NN,7,nmod,0,0,0,0,0,0,0,0,0,0,0,0,0,0
/,null,10,/,/,:,O,_,_,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s,null,11,s,s,NN,O,NN,10,dep,1,1,0,0,0,0,0,1,1405,0,0,0,0,0
for,null,12,for,for,IN,O,IN,14,case,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2θ,null,13,2θ,2θ,NN,O,NN,12,nmod,0,0,0,0,0,0,0,0,0,0,1,0,0,0
in,null,14,in,in,IN,O,IN,17,case,1,7,0,4,0,0,3,0,8,0,0,0,0,0
the,null,15,the,the,DT,O,DT,17,det,1,40,0,20,0,4,12,4,0,0,0,0,0,0
range,null,16,range,rang,NN,O,NN,12,nmod,0,1,0,0,0,0,1,0,0,0,0,0,0,0
of,null,17,of,of,IN,O,IN,19,case,1,340,2,247,2,0,78,11,1,0,0,0,0,0
10,null,18,10,10,CD,O,CD,17,nmod,0,140,1,55,0,0,84,0,0,0,1,1,0,0
°,null,19,°,°,FW,O,FW,23,compound,0,0,0,0,0,0,0,0,0,0,0,0,0,0
≤,null,20,≤,≤,FW,O,FW,23,compound,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2θ,null,21,2θ,2θ,FW,O,FW,23,compound,0,0,0,0,0,0,0,0,0,0,1,0,0,0
≤,null,22,≤,≤,FW,O,FW,10,dep,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,null,23,70,70,CD,O,CD,25,compound,0,20,0,11,1,0,5,3,0,0,1,1,0,0
°,null,24,°,°,CD,O,CD,23,dep,0,0,0,0,0,0,0,0,0,0,0,0,0,0
.,null,25,.,.,.,O,_,_,_,0,25,15,0,3,1,0,6,0,0,0,0,0,0

The,null,0,The,The,DT,O,DT,2,det,0,0,0,0,0,0,0,0,0,0,0,0,1,0
morphology,null,1,morphology,morpholog,NN,O,NN,7,nsubjpass,0,0,0,0,0,0,0,0,0,0,0,0,0,0
of,null,2,of,of,IN,O,IN,5,case,1,340,2,247,2,0,78,11,1,0,0,0,0,0
the,null,3,the,the,DT,O,DT,5,det,1,40,0,20,0,4,12,4,0,0,0,0,0,0
sample,null,4,sample,sampl,NN,O,NN,2,nmod,0,25,24,0,1,0,0,0,0,0,0,0,0,0
was,null,5,wa,wa,VBD,O,VBD,7,auxpass,1,13,0,13,0,0,0,0,0,0,0,0,0,0
investigated,null,6,investigated,investig,VBN,O,VBN,0,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0
by,null,7,by,by,IN,O,IN,15,case,1,129,1,0,0,125,3,0,1,0,0,0,0,0
field,null,8,field,field,NN,O,NN,15,compound,0,0,0,0,0,0,0,0,0,0,0,0,0,0
emission,null,9,emission,emiss,NN,O,NN,15,compound,0,0,0,0,0,0,0,0,0,0,0,0,0,0
scanning,null,10,scanning,scan,NN,O,NN,15,compound,0,0,0,0,0,0,0,0,0,1,0,0,0,0
electron,null,11,electron,electron,NN,O,NN,15,compound,0,0,0,0,0,0,0,0,0,0,0,0,0,0
microscopy,null,12,microscopy,microscopi,NN,O,NN,15,compound,0,0,0,0,0,0,0,0,0,0,0,0,0,0
(,null,13,(,(,NN,O,NN,15,compound,0,412,241,164,4,0,0,3,0,0,0,0,0,0
SEM,null,14,SEM,SEM,NN,O,NN,7,nmod,0,0,0,0,0,0,0,0,1,0,0,0,1,1
),null,15,),),FW,O,FW,21,amod,0,412,241,164,4,0,0,3,0,0,0,0,0,0
(,null,16,(,(,FW,O,FW,16,dep,0,412,241,164,4,0,0,3,0,0,0,0,0,0
JEOL,null,17,JEOL,JEOL,NNP,ORGANIZATION,NNP,21,compound,0,0,0,0,0,0,0,0,0,0,0,0,1,1
JSM-,null,18,JSM-,JSM-,NNP,O,NNP,21,compound,0,0,0,0,0,0,0,0,0,0,0,0,1,1
6700F,null,19,6700F,6700F,NNP,O,NNP,21,compound,0,0,0,0,0,0,0,0,0,0,1,0,1,1
),null,20,),),NNP,O,NNP,15,dep,0,412,241,164,4,0,0,3,0,0,0,0,0,0
.,null,21,.,.,.,O,_,_,_,0,25,15,0,3,1,0,6,0,0,0,0,0,0

The,null,0,The,The,DT,O,DT,2,det,0,0,0,0,0,0,0,0,0,0,0,0,1,0
UV,null,1,UV,UV,NN,O,NN,18,nsubjpass,0,0,0,0,0,0,0,0,1,0,0,0,1,1
−,null,2,−,−,FW,O,FW,2,compound,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vis,null,3,vi,vi,FW,O,FW,2,dep,0,0,0,0,0,0,0,0,0,0,0,0,0,0
diffuse,null,4,diffuse,diffus,NN,O,NN,7,compound,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reflectance,null,5,reflectance,reflect,NN,O,NN,7,compound,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spectra,null,6,spectrum,spectra,NNS,O,NNS,2,dep,0,0,0,0,0,0,0,0,1,0,0,0,0,0
(,null,7,(,(,CD,O,CD,9,nummod,0,412,241,164,4,0,0,3,0,0,0,0,0,0
UV,null,8,UV,UV,NN,O,NN,2,dep,0,0,0,0,0,0,0,0,1,0,0,0,1,1
−,null,9,−,−,FW,O,FW,13,compound,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vis,null,10,vi,vi,FW,O,FW,13,compound,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DRS,null,11,DRS,DR,NN,O,NN,13,compound,0,0,0,0,0,0,0,0,0,0,0,0,1,1
),null,12,),),NN,O,NN,9,dep,0,412,241,164,4,0,0,3,0,0,0,0,0,0
of,null,13,of,of,IN,O,IN,16,case,1,340,2,247,2,0,78,11,1,0,0,0,0,0
the,null,14,the,the,DT,O,DT,16,det,1,40,0,20,0,4,12,4,0,0,0,0,0,0
samples,null,15,sample,sampl,NNS,O,NNS,13,nmod,0,17,17,0,0,0,0,0,0,0,0,0,0,0
were,null,16,were,were,VBD,O,VBD,18,auxpass,1,0,0,0,0,0,0,0,0,0,0,0,0,0
recorded,null,17,recorded,record,VBN,O,VBN,0,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0
by,null,18,by,by,IN,O,IN,22,case,1,129,1,0,0,125,3,0,1,0,0,0,0,0
PerkinElmer,null,19,PerkinElmer,PerkinElm,NNP,ORGANIZATION,NNP,22,compound,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lambda35,null,20,Lambda35,Lambda35,NNP,O,NNP,22,compound,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Spectrophotometer,null,21,Spectrophotometer,Spectrophotomet,NNP,O,NNP,18,nmod,0,0,0,0,0,0,0,0,0,0,0,0,1,0
in,null,22,in,in,IN,O,IN,25,case,1,7,0,4,0,0,3,0,8,0,0,0,0,0
the,null,23,the,the,DT,O,DT,25,det,1,40,0,20,0,4,12,4,0,0,0,0,0,0
range,null,24,range,rang,NN,O,NN,22,nmod,0,1,0,0,0,0,1,0,0,0,0,0,0,0
of,null,25,of,of,IN,O,IN,28,case,1,340,2,247,2,0,78,11,1,0,0,0,0,0
200,null,26,200,200,CD,O,CD,28,compound,0,31,0,3,0,0,28,0,0,0,1,1,0,0
−,null,27,−,−,CD,O,CD,25,nmod,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,null,28,800,800,CD,O,CD,30,nummod,0,2,0,0,0,0,2,0,0,0,1,1,0,0
nm,null,29,nm,nm,NN,O,NN,28,dep,0,2,0,2,0,0,0,0,4,0,0,0,0,0
.,null,30,.,.,.,O,_,_,_,0,25,15,0,3,1,0,6,0,0,0,0,0,0

The,null,0,The,The,DT,O,DT,4,det,0,0,0,0,0,0,0,0,0,0,0,0,1,0
chemical,null,1,chemical,chemic,NN,O,NN,4,compound,0,0,0,0,0,0,0,0,0,0,0,0,0,0
composition,null,2,composition,composit,NN,O,NN,4,compound,0,6,1,5,0,0,0,0,0,0,0,0,0,0
analysis,null,3,analysis,analysi,NN,O,NN,10,nsubjpass,0,0,0,0,0,0,0,0,0,0,0,0,0,0
of,null,4,of,of,IN,O,IN,8,case,1,340,2,247,2,0,78,11,1,0,0,0,0,0
the,null,5,the,the,DT,O,DT,8,det,1,40,0,20,0,4,12,4,0,0,0,0,0,0
sample,null,6,sample,sampl,NN,O,NN,8,compound,0,25,24,0,1,0,0,0,0,0,0,0,0,0
surfaces,null,7,surface,surfac,NNS,O,NNS,4,nmod,0,2,0,0,2,0,0,0,0,0,0,0,0,0
was,null,8,wa,wa,VBD,O,VBD,10,auxpass,1,13,0,13,0,0,0,0,0,0,0,0,0,0
made,null,9,made,made,VBN,O,VBN,0,root,0,0,0,0,0,0,0,0,0,0,0,0,0,0
by,null,10,by,by,IN,O,IN,14,case,1,129,1,0,0,125,3,0,1,0,0,0,0,0
X-ray,null,11,X-ray,X-ray,NN,O,NN,14,compound,0,0,0,0,0,0,0,0,0,0,0,0,1,0
photoelectron,null,12,photoelectron,photoelectron,NN,O,NN,14,compound,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spectra,null,13,spectrum,spectra,NNS,O,NNS,10,nmod,0,0,0,0,0,0,0,0,1,0,0,0,0,0
(,null,14,(,(,FW,O,FW,20,compound,0,412,241,164,4,0,0,3,0,0,0,0,0,0
XPS,null,15,XPS,XP,FW,O,FW,20,compound,0,0,0,0,0,0,0,0,0,0,0,0,1,1
),null,16,),),FW,O,FW,20,compound,0,412,241,164,4,0,0,3,0,0,0,0,0,0
(,null,17,(,(,FW,O,FW,20,compound,0,412,241,164,4,0,0,3,0,0,0,0,0,0
VG,null,18,VG,VG,FW,O,FW,20,compound,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Multiab,null,19,Multiab,Multiab,FW,O,FW,14,dep,0,0,0,0,0,0,0,0,0,0,0,0,1,0
-,null,20,-,-,:,O,_,_,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,null,21,2000,2000,CD,DATE,CD,23,nummod,0,0,0,0,0,0,0,0,0,0,1,1,0,0
),null,22,),),NN,O,NN,14,dep,0,412,241,164,4,0,0,3,0,0,0,0,0,0
using,null,23,using,use,VBG,O,VBG,23,acl,0,1,0,0,0,1,0,0,0,1,0,0,0,0
a,null,24,a,a,DT,O,DT,30,det,1,10,0,0,0,5,2,3,7220,0,0,0,0,0
PHI,null,25,PHI,PHI,NNP,O,NNP,30,compound,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Quantum,null,26,Quantum,Quantum,NNP,O,NNP,30,compound,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2000,null,27,2000,2000,CD,DATE,CD,30,nummod,0,0,0,0,0,0,0,0,0,0,1,1,0,0
XPS,null,28,XPS,XP,NNP,O,NNP,30,compound,0,0,0,0,0,0,0,0,0,0,0,0,1,1
system,null,29,system,system,NN,O,NN,24,dobj,0,3,1,0,0,0,0,2,0,0,0,0,0,0
with,null,30,with,with,IN,O,IN,35,case,1,69,0,1,2,61,1,4,0,0,0,0,0,0
a,null,31,a,a,DT,O,DT,35,det,1,10,0,0,0,5,2,3,7220,0,0,0,0,0
monochromatic,null,32,monochromatic,monochromat,JJ,O,JJ,35,amod,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Al,null,33,Al,Al,NNP,O,NNP,35,compound,0,0,0,0,0,0,0,0,101,0,0,0,1,0
K,null,34,K,K,NNP,O,NNP,24,nmod,0,155,1,0,0,0,154,0,92,0,0,0,1,1

The,null,0,The,The,DT,O,DT,3,det,0,0,0,0,0,0,0,0,0,0,0,0,1,0
reaction,null,1,reaction,reaction,NN,O,NN,3,compound,0,22,6,0,0,0,16,0,0,0,0,0,0,0
mixtures,null,2,mixture,mixtur,NNS,O,NNS,22,nsubjpass,0,32,31,0,0,1,0,0,0,0,0,0,0,0
,,null,3,,,,,,,O,_,_,_,0,125,5,12,27,37,44,0,0,0,0,0,0,0
prepared,B-operation,4,prepared,prepar,VBN,O,VBN,3,acl,0,24,0,0,0,24,0,0,0,0,0,0,0,0
by,null,5,by,by,IN,O,IN,7,mark,1,129,1,0,0,125,3,0,1,0,0,0,0,0
dispersing,B-operation,6,dispersing,dispers,VBG,O,VBG,5,advcl,0,6,0,0,0,6,0,0,0,1,0,0,0,0
of,null,7,of,of,IN,O,IN,10,case,1,340,2,247,2,0,78,11,1,0,0,0,0,0
10,B-number,8,10,10,CD,O,CD,10,nummod,0,140,1,55,0,0,84,0,0,0,1,1,0,0
g,B-amt_unit,9,g,g,NN,O,NN,7,nmod,0,211,1,209,1,0,0,0,542,0,0,0,0,0
of,null,10,of,of,IN,O,IN,12,case,1,340,2,247,2,0,78,11,1,0,0,0,0,0
FA,B-material,11,FA,FA,NNP,ORGANIZATION,NNP,10,nmod,0,6,6,0,0,0,0,0,7,0,0,0,1,1
in,null,12,in,in,IN,O,IN,16,case,1,7,0,4,0,0,3,0,8,0,0,0,0,0
100,B-number,13,100,100,CD,O,CD,16,nummod,0,31,0,18,0,0,6,7,0,0,1,1,0,0
ml,B-amt_unit,14,ml,ml,NN,O,NN,16,compound,0,113,0,104,0,0,0,9,7,0,0,0,0,0
KOH,B-material,15,KOH,KOH,NN,O,NN,7,nmod,0,14,13,1,0,0,0,0,0,0,0,0,1,1
or,null,16,or,or,CC,O,CC,16,cc,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NaOH,B-material,17,NaOH,NaOH,NN,O,NN,19,compound,0,81,78,3,0,0,0,0,1,0,0,0,1,0
solution,B-descriptor,18,solution,solut,NN,O,NN,16,conj,0,345,192,0,145,7,0,1,130,0,0,0,0,0
,,null,19,,,,,,,O,_,_,_,0,125,5,12,27,37,44,0,0,0,0,0,0,0
were,null,20,were,were,VBD,O,VBD,22,auxpass,1,0,0,0,0,0,0,0,0,0,0,0,0,0
subjected,B-operation,21,subjected,subject,VBN,O,VBN,0,root,0,8,0,0,0,8,0,0,0,0,0,0,0,0
to,null,22,to,to,TO,O,TO,27,case,1,80,0,20,0,14,46,0,0,0,0,0,0,0
a,null,23,a,a,DT,O,DT,27,det,1,10,0,0,0,5,2,3,7220,0,0,0,0,0
thermal,B-operation,24,thermal,thermal,JJ,O,JJ,27,amod,0,6,0,0,0,6,0,0,0,0,0,0,0,0
treat-,I-operation,25,treat-,treat-,NN,O,NN,27,compound,0,6,0,0,0,6,0,0,0,0,0,0,0,0
ment,I-operation,26,ment,ment,NN,O,NN,22,nmod,0,6,0,0,0,6,0,0,0,0,0,0,0,0
in,null,27,in,in,IN,O,IN,31,case,1,7,0,4,0,0,3,0,8,0,0,0,0,0
a,null,28,a,a,DT,O,DT,31,det,1,10,0,0,0,5,2,3,7220,0,0,0,0,0
closed,B-synth_aprt,29,closed,close,JJ,O,JJ,31,amod,0,1,0,0,0,0,0,1,0,0,0,0,0,0
vessel,I-synth_aprt,30,vessel,vessel,NN,O,NN,27,nmod,0,18,0,0,0,0,0,18,0,0,0,0,0,0
,,null,31,,,,,,,O,_,_,_,0,125,5,12,27,37,44,0,0,0,0,0,0,0
sealed,B-operation,32,sealed,seal,VBN,O,VBN,22,conj,0,3,0,0,0,3,0,0,0,0,0,0,0,0
in,null,33,in,in,IN,O,IN,36,case,1,7,0,4,0,0,3,0,8,0,0,0,0,0
oil,B-synth_aprt,34,oil,oil,NN,O,NN,36,compound,0,6,0,0,0,0,0,6,6,0,0,0,0,0
bath,I-synth_aprt,35,bath,bath,NN,O,NN,33,nmod,0,19,0,0,0,0,1,18,0,0,0,0,0,0
with,null,36,with,with,IN,O,IN,38,mark,1,69,0,1,2,61,1,4,0,0,0,0,0,0
controlled,B-synth_aprt,37,controlled,control,JJ,O,JJ,33,advcl,0,1,0,0,0,1,0,0,0,0,0,0,0,0
temper-,I-synth_aprt,38,temper-,temper-,FW,O,FW,40,compound,0,6,0,0,0,0,6,0,0,0,0,0,0,0
ature,I-synth_aprt,39,ature,atur,FW,O,FW,38,dobj,0,6,0,0,0,0,6,0,0,0,0,0,0,0
and,null,40,and,and,CC,O,CC,22,cc,1,27,1,6,10,6,3,1,0,0,0,0,0,0
equipped,null,41,equipped,equip,VBN,O,VBN,22,conj,0,0,0,0,0,0,0,0,0,0,0,0,0,0
with,null,42,with,with,IN,O,IN,44,case,1,69,0,1,2,61,1,4,0,0,0,0,0,0
water,B-synth_aprt,43,water,water,NN,O,NN,42,nmod,0,396,374,0,19,0,0,3,19,0,0,0,0,0
-,null,44,-,-,:,O,_,_,_,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cooled,B-synth_aprt,45,cooled,cool,VBN,O,VBN,22,conj,0,152,0,0,0,152,0,0,0,0,0,0,0,0
